Composite.Element.REF	TCGA-G9-7510-01	TCGA-G9-7521-01	TCGA-G9-7522-01	TCGA-G9-7523-01	TCGA-G9-7525-01	TCGA-FC-7961-01	TCGA-HC-7077-01	TCGA-HC-7079-01	TCGA-HC-7081-01	TCGA-EJ-7125-01	TCGA-HC-7210-01	TCGA-HC-7211-01	TCGA-HC-7212-01	TCGA-HC-7213-01	TCGA-HI-7168-01	TCGA-HI-7169-01	TCGA-HI-7170-01	TCGA-HI-7171-01	TCGA-EJ-7781-01	TCGA-EJ-5497-01	TCGA-EJ-5508-01	TCGA-HC-7817-01	TCGA-CH-5737-01	TCGA-EJ-7783-01	TCGA-EJ-7782-01	TCGA-EJ-7784-01	TCGA-EJ-7785-01	TCGA-EJ-7786-01	TCGA-EJ-7788-01	TCGA-EJ-7789-01	TCGA-EJ-7791-01	TCGA-EJ-7792-01	TCGA-EJ-7794-01	TCGA-EJ-7331-01	TCGA-EJ-7315-01	TCGA-CH-5750-01	TCGA-CH-5751-01	TCGA-CH-5752-01	TCGA-CH-5753-01	TCGA-CH-5754-01	TCGA-CH-5738-01	TCGA-CH-5739-01	TCGA-CH-5740-01	TCGA-CH-5741-01	TCGA-CH-5743-01	TCGA-CH-5744-01	TCGA-CH-5745-01	TCGA-CH-5789-01	TCGA-CH-5790-01	TCGA-CH-5791-01	TCGA-CH-5792-01	TCGA-CH-5794-01	TCGA-CH-5771-01	TCGA-CH-5772-01	TCGA-CH-5761-01	TCGA-CH-5762-01	TCGA-CH-5763-01	TCGA-CH-5765-01	TCGA-CH-5766-01	TCGA-CH-5767-01	TCGA-CH-5768-01	TCGA-CH-5769-01	TCGA-CH-5764-01	TCGA-CH-5748-01	TCGA-EJ-5522-01	TCGA-EJ-5524-01	TCGA-EJ-5525-01	TCGA-EJ-5526-01	TCGA-EJ-5527-01	TCGA-EJ-5530-01	TCGA-EJ-5531-01	TCGA-EJ-5532-01	TCGA-EJ-5494-01	TCGA-EJ-5495-01	TCGA-FC-7708-01	TCGA-H9-7775-01	TCGA-HC-7736-01	TCGA-HC-7748-01	TCGA-HC-7740-01	TCGA-HC-7744-01	TCGA-HC-7233-01	TCGA-G9-6371-01	TCGA-G9-6377-01	TCGA-EJ-7317-01	TCGA-EJ-7328-01	TCGA-EJ-7797-01	TCGA-EJ-7793-01	TCGA-HC-7232-01	TCGA-CH-5788-01	TCGA-EJ-7330-01	TCGA-EJ-5496-01	TCGA-EJ-5498-01	TCGA-EJ-5499-01	TCGA-EJ-5501-01	TCGA-EJ-5502-01	TCGA-EJ-5503-01	TCGA-EJ-7115-01	TCGA-HC-8264-01	TCGA-KK-A59X-01	TCGA-EJ-5504-01	TCGA-EJ-5505-01	TCGA-EJ-5506-01	TCGA-EJ-5507-01	TCGA-EJ-5509-01	TCGA-EJ-5510-01	TCGA-EJ-5511-01	TCGA-EJ-5512-01	TCGA-EJ-5514-01	TCGA-KK-A59Y-01	TCGA-KK-A59Z-01	TCGA-KK-A59V-01	TCGA-EJ-A46D-01	TCGA-EJ-A46E-01	TCGA-EJ-A46G-01	TCGA-EJ-5515-01	TCGA-EJ-5516-01	TCGA-EJ-5517-01	TCGA-EJ-5518-01	TCGA-EJ-5519-01	TCGA-EJ-5521-01	TCGA-EJ-5542-01	TCGA-J4-8198-01	TCGA-J4-8200-01	TCGA-EJ-A46F-01	TCGA-KC-A4BV-01	TCGA-KC-A4BL-01	TCGA-EJ-8468-01	TCGA-EJ-8469-01	TCGA-EJ-8474-01	TCGA-G9-6496-01	TCGA-G9-6342-01	TCGA-G9-6343-01	TCGA-G9-6353-01	TCGA-G9-6356-01	TCGA-G9-6351-01	TCGA-EJ-A46B-01	TCGA-KC-A4BO-01	TCGA-KC-A4BN-01	TCGA-FC-A4JI-01	TCGA-J9-A52E-01	TCGA-J9-A52C-01	TCGA-G9-6329-01	TCGA-G9-6338-01	TCGA-G9-6494-01	TCGA-G9-6384-01	TCGA-G9-6499-01	TCGA-G9-6361-01	TCGA-G9-6362-01	TCGA-G9-6363-01	TCGA-G9-6364-01	TCGA-KC-A4BR-01	TCGA-FC-A5OB-01	TCGA-EJ-A65M-01	TCGA-EJ-A65E-01	TCGA-KK-A5A1-01	TCGA-G9-6365-01	TCGA-G9-6366-01	TCGA-G9-6367-01	TCGA-G9-6370-01	TCGA-G9-6373-01	TCGA-EJ-7321-01	TCGA-EJ-7314-01	TCGA-EJ-8470-01	TCGA-G9-6378-01	TCGA-G9-6379-01	TCGA-G9-6347-01	TCGA-2A-AAYF-01	TCGA-2A-AAYO-01	TCGA-2A-AAYU-01	TCGA-EJ-AB20-01	TCGA-EJ-AB27-01	TCGA-ZG-A9L5-01	TCGA-ZG-A9LZ-01	TCGA-ZG-A9M4-01	TCGA-ZG-A9LU-01	TCGA-ZG-A9LY-01	TCGA-ZG-A9LS-01	TCGA-ZG-A9LM-01	TCGA-ZG-A9L9-01	TCGA-ZG-A9LB-01	TCGA-ZG-A9L4-01	TCGA-ZG-A9L0-01	TCGA-ZG-A9KY-01	TCGA-Y6-A9XI-01	TCGA-4L-AA1F-01	TCGA-V1-A9O5-01	TCGA-V1-A9OT-01	TCGA-V1-A9OL-01	TCGA-V1-A9OX-01	TCGA-VP-AA1N-01	TCGA-ZG-A9L6-01	TCGA-YL-A8SI-01	TCGA-ZG-A9L1-01	TCGA-YL-A9WI-01	TCGA-YL-A9WK-01	TCGA-ZG-A9MC-01	TCGA-YL-A9WY-01	TCGA-ZG-A9NI-01	TCGA-YJ-A8SW-01	TCGA-ZG-A8QX-01	TCGA-ZG-A8QY-01	TCGA-EJ-A8FS-01	TCGA-EJ-A8FN-01	TCGA-EJ-A8FU-01	TCGA-YL-A9WX-01	TCGA-X4-A8KQ-01	TCGA-YL-A8HJ-01	TCGA-YL-A8SK-01	TCGA-TP-A8TV-01	TCGA-VN-A88L-01	TCGA-TP-A8TT-01	TCGA-VN-A88K-01	TCGA-YL-A9WL-01	TCGA-YL-A8SL-01	TCGA-KC-A7F3-01	TCGA-KK-A8IH-01	TCGA-VN-A88P-01	TCGA-KC-A7F6-01	TCGA-YL-A9WJ-01	TCGA-FC-A8O0-01	TCGA-VN-A88I-01	TCGA-KK-A8I4-01	TCGA-KC-A7F5-01	TCGA-VP-A87K-01	TCGA-Y6-A8TL-01	TCGA-KK-A8I5-01	TCGA-J4-A83J-01	TCGA-V1-A8X3-01	TCGA-KC-A7FD-01	TCGA-KK-A8IF-01	TCGA-YL-A8SA-01	TCGA-VP-A87E-01	TCGA-KC-A7FE-01	TCGA-YL-A8S9-01	TCGA-V1-A8MU-01	TCGA-VP-A87J-01	TCGA-YL-A8S8-01	TCGA-YL-A8SC-01	TCGA-J4-A83N-01	TCGA-V1-A8MF-01	TCGA-KC-A7FA-01	TCGA-VP-A878-01	TCGA-J9-A8CM-01	TCGA-TK-A8OK-01	TCGA-YL-A8SF-01	TCGA-XA-A8JR-01	TCGA-J9-A8CP-01	TCGA-KK-A7B1-01	TCGA-2A-A8VT-01	TCGA-J9-A8CN-01	TCGA-ZG-A8QW-01	TCGA-KK-A8IC-01	TCGA-KK-A8I7-01	TCGA-KK-A8IB-01	TCGA-KK-A8I8-01	TCGA-KK-A8IJ-01	TCGA-KK-A8II-01	TCGA-KK-A7B2-01	TCGA-KK-A7B0-01	TCGA-KK-A7B4-01	TCGA-YL-A8SJ-01	TCGA-YL-A8SR-01	TCGA-2A-A8VV-01	TCGA-YL-A8SQ-01	TCGA-YL-A8SP-01	TCGA-KK-A8I6-01	TCGA-YL-A8SH-01	TCGA-KK-A7AU-01	TCGA-KK-A7AP-01	TCGA-KK-A8IA-01	TCGA-KK-A8ID-01	TCGA-EJ-A7NF-01	TCGA-2A-A8W1-01	TCGA-EJ-A7NM-01	TCGA-EJ-A7NH-01	TCGA-2A-A8VX-01	TCGA-2A-A8VL-01	TCGA-EJ-A7NK-01	TCGA-2A-A8W3-01	TCGA-EJ-A7NJ-01	TCGA-KK-A7B3-01	TCGA-WW-A8ZI-01	TCGA-J4-A67O-01	TCGA-J4-A6M7-01	TCGA-EJ-7318-01	TCGA-J4-A67T-01	TCGA-EJ-A65D-01	TCGA-ZG-A8QZ-01	TCGA-EJ-A65B-01	TCGA-J4-A67R-01	TCGA-KK-A6E3-01	TCGA-M7-A725-01	TCGA-J4-A67Q-01	TCGA-M7-A721-01	TCGA-KK-A6E8-01	TCGA-KK-A6E1-01	TCGA-J4-A67M-01	TCGA-EJ-A65J-01	TCGA-KK-A6E2-01	TCGA-J4-A67N-01	TCGA-KK-A6E4-01	TCGA-J4-A67K-01	TCGA-KK-A6E0-01	TCGA-EJ-A65F-01	TCGA-KK-A7AZ-01	TCGA-EJ-7218-01	TCGA-EJ-A6RC-01	TCGA-EJ-A6RA-01	TCGA-QU-A6IN-01	TCGA-EJ-7325-01	TCGA-FC-A6HD-01	TCGA-QU-A6IP-01	TCGA-G9-A9S0-01	TCGA-M7-A71Z-01	TCGA-V1-A9ZR-01	TCGA-M7-A722-01	TCGA-G9-A9S7-01	TCGA-V1-A9ZI-01	TCGA-M7-A723-01	TCGA-V1-A9ZG-01	TCGA-V1-A9Z9-01	TCGA-V1-A9Z8-01	TCGA-V1-A9Z7-01	TCGA-M7-A724-01	TCGA-YL-A8HO-01	TCGA-G9-6339-01	TCGA-M7-A71Y-01	TCGA-G9-6498-01	TCGA-YL-A8HL-01	TCGA-J4-A83I-01	TCGA-YL-A8HM-01	TCGA-YL-A8HK-01	TCGA-VP-A875-01	TCGA-ZG-A9N3-01	TCGA-M7-A720-01	TCGA-V1-A8MJ-01	TCGA-EJ-A7NN-01	TCGA-J9-A8CK-01	TCGA-FC-A66V-01	TCGA-H9-A6BX-01	TCGA-H9-A6BY-01	TCGA-SU-A7E7-01	TCGA-V1-A9OH-01	TCGA-V1-A9OQ-01	TCGA-EJ-A8FO-01	TCGA-EJ-A7NG-01	TCGA-V1-A9OY-01	TCGA-2A-A8VO-01	TCGA-HC-A76X-01	TCGA-V1-A8WL-01
YWHAE|14-3-3_epsilon	-0.513226373	-0.744885829	-0.569330156	-0.581889862	-0.869796416	-0.945518786	-0.794076397	-0.777339869	-1.086949817	-0.786078107	-0.905407393	-0.672285554	-0.863509829	-0.950891303	-0.793925253	-0.784059984	-0.703517689	-0.764460114	-0.56152085	-0.678542916	-0.76493258	-0.687532937	-0.602429286	-0.907493494	-0.666812568	-0.595106961	-0.852367405	-0.645028146	-0.625474884	-0.423462372	-0.797741565	-0.73656204	-0.761253797	-0.625542454	-0.847826553	-0.852066594	-0.723430552	-0.618728471	-0.621072989	-0.962678233	-0.878518582	-0.82625421	-0.656205795	-0.716940496	-0.824962773	-0.736712242	-0.593378276	-0.896409929	-0.771935844	-0.799229465	-0.823536735	-0.793623501	-0.779164375	-0.839273965	-0.768705131	-0.49151984	-0.722033694	-0.632230506	-0.742062633	-0.70790397	-0.719616337	-0.778421865	-0.739781443	-0.637440727	-0.551545074	-0.839543371	-0.731994424	-0.768203953	-0.745232038	-0.815653557	-0.819241368	-0.645652743	-0.618478351	-0.686028054	-0.684875786	-0.748456236	-0.893379217	-0.865032559	-0.713906325	-0.609064962	-0.65896902	-0.704120935	-0.690451723	-0.709259959	-0.857877911	-0.900875649	-0.894178702	-0.650374996	-0.518771497	-0.683778429	-0.774520129	-0.872606086	-0.761431934	-0.863367443	-0.809500173	-0.928536604	-0.789826181	-0.689342023	-0.890941329	-0.923275447	-0.413471589	-0.700029328	-0.734478841	-0.674276529	-1.000846523	-0.941321051	-0.770949973	-0.904649589	-1.025427819	-0.585562382	-0.940406421	-1.021641298	-1.021213141	-0.796487218	-0.709926362	-0.898669645	-0.681678753	-0.518976831	-0.783614152	-0.795452082	-0.841883191	-0.724193774	-0.684608056	-0.914079996	-0.921596071	-0.851988017	-0.637490801	-0.93071942	-0.63922958	-0.649891507	-0.717589504	-0.611091695	-0.670561465	-0.832878817	-0.691451169	-0.861080815	-0.795975203	-0.831523439	-0.656442509	-0.646627713	-0.747128614	-0.980530718	-0.715245817	-0.731617253	-0.896531676	-0.651977311	-0.657013705	-0.847298961	-0.678360432	-0.89001685	-0.851877559	-0.686297416	-0.795575459	-0.73780409	-0.71018166	-0.533776237	-0.335744652	-0.644919441	-0.876714292	-0.764844924	-0.538119287	-0.918214985	-0.887442193	-0.524704608	-0.422792328	-0.31661184	-0.439900069	-0.296163978	-0.543319275	-0.739454311	-0.373741305	-0.594888248	-0.652470417	-0.571496635	-0.596916277	-0.576158731	-0.557690038	-0.584078728	-0.634570043	-0.550195721	-0.445892052	-0.742102016	-0.564972139	-0.274044828	-0.74975023	-0.697821021	-0.41262575	-0.528189246	-0.342077603	-0.692155316	-0.395823415	-0.357587624	-0.313018736	-0.395707027	-0.463440704	-0.675981649	-0.480427484	-0.366701082	-0.527798684	-0.398365497	-0.38776687	-0.547569339	-0.291889545	-0.49716386	-0.564372069	-0.58076587	-0.483363108	-0.742906528	-0.331941872	-0.179420337	-0.364747705	-0.406463062	-0.592744936	-0.672160588	-0.62604439	-0.460549653	-0.464551368	-0.512486908	-0.370916257	-0.168774863	-0.18842482	-0.53611725	-0.577146542	-0.766139817	-0.536284892	-0.58865918	-0.628995175	-0.678330959	-0.504758232	-0.586158087	-0.636604879	-0.638365819	-0.566269205	-0.433963039	-0.500672692	-0.531332109	-0.637701651	-1.623242375	-0.445387707	-0.36520016	-0.564595728	-0.664412003	-0.488953647	-0.74203465	-0.459644664	-0.09130428	-0.080251601	-0.463095259	-0.452667588	-0.372021272	-0.563319104	-0.493097016	-0.600385908	-0.472224144	-0.580684287	-0.415922498	-0.603962641	-0.48326936	-0.362595458	-0.687873148	-0.65409721	-0.355424323	-0.54344129	-0.54164589	-0.436452874	-0.6897519	-0.483880933	-0.495933433	-0.587138367	-0.471873921	-0.616015145	-0.53564597	-0.545723572	-0.804465401	-0.915513747	-0.594879008	-0.574533694	-0.513863436	-0.545523902	-0.591312737	-0.412223855	-0.395638225	-0.445835851	-0.598903099	-0.671216371	-0.646856235	-0.683333675	-0.511229309	-0.606588124	-0.61913402	-0.761333264	-0.700171115	-0.716825286	-0.628907316	-0.507657292	-0.618554913	-0.568549202	-0.616081381	-0.26029419	-0.679555718	-0.578929027	-0.794089906	-0.45176039	-0.63756719	-0.524955166	-0.582203675	-0.515298823	-0.507732213	-0.746829294	-0.476457102	-0.435275792	-0.811864856	-0.690078509	-0.413786428	-0.653430574	-0.412740728	-0.373553838	-0.632147081	-0.539466422	-0.380742488	-0.504405974	-0.445597862	-0.586726702	-0.287712432	-0.493188544	-0.524422252	-0.59951225	-0.438032493	-0.645293108	-0.754706624	-0.703970256	-0.58973597	-0.600518073	-0.6385297	-0.498978506	-0.530084208	-0.525049954	-0.664055607	-0.674685183	-0.505877811	-0.626441087	-0.608193932	-0.626069558	-0.485287129	-0.562019028	-0.494132157	-0.621057386	-0.330215294	-0.616704248	-0.565932991
EIF4EBP1|4E-BP1	0.195791557	-0.189155924	0.380666982	0.029268634	1.275946816	1.325780804	1.009400091	0.591254945	0.017450809	-0.183450125	-0.622707092	0.724309203	0.429492155	0.268724069	-0.411789955	0.424277715	0.026646047	0.41164053	0.083248018	0.513384071	0.501591374	1.682455732	0.604199744	-0.177172986	0.520843581	1.018527598	0.835590832	0.485923225	0.269234001	0.063824193	0.362680583	0.113819924	-0.459535306	0.325986219	0.40793406	0.599421726	0.793002829	1.009150186	-0.318189127	-0.16276972	-0.211000176	0.756545934	0.844188602	0.506075173	0.71961273	-0.047958895	0.728911789	0.005573362	0.135099197	0.563816009	0.146229948	-0.134446484	-0.157894553	-0.027737655	0.2112161	0.575471817	0.129104629	0.920120869	-0.014194843	0.320341589	0.408073096	0.832690849	-0.422246883	0.646041079	0.570190926	0.189349042	0.856740691	0.662580346	0.426640207	0.642420766	0.147672209	0.00595851	0.395814201	0.548291676	0.659427992	0.827034314	-0.166205011	0.933340104	0.134042994	1.580291779	0.526167212	0.223923667	0.576227733	0.202625218	0.664783368	-0.082280003	-0.121347445	0.00173704	1.256688181	-0.244912834	0.889216676	-0.385307678	-0.042613315	-0.119683152	0.18580499	0.208332957	-0.616087962	1.003614756	0.549024532	0.83451158	0.654607141	-0.132644225	0.525965189	0.666743116	-0.044078667	0.269751941	0.087708389	0.561379229	-0.191846364	0.232202256	0.795578326	-0.092192924	-0.179032863	0.092577493	-0.02217675	0.553375053	0.053961133	0.407235972	0.599023622	0.549171657	0.630425114	0.606213789	0.324474796	-0.102348232	-0.299554667	0.236568021	-0.016838983	0.540059631	0.471502768	0.474856357	0.511295413	0.237723917	0.841608536	0.886328027	0.363111919	-0.254338407	-0.328508388	-0.235561676	0.833326398	0.828705049	0.131197414	-0.223908152	0.769551844	0.036379661	0.083293232	-0.195443507	0.574061107	0.251220602	1.162411578	0.043270529	0.457362369	0.345174038	-0.045239199	-0.230493714	-0.219077265	1.12414595	0.208738284	0.332272037	-0.327723059	1.265395073	0.322973716	0.017794484	0.286589008	0.104462539	0.097976731	0.002406147	0.551428822	0.380201563	0.931933297	-0.14187525	0.514645946	0.557094366	0.56178939	0.113075391	0.353796657	0.024431765	0.371156857	-0.11958125	0.428735691	-0.085981297	0.36311142	0.538150668	0.09260516	0.393570338	0.247201167	0.462330751	0.392191363	0.75516008	0.577998876	-0.300922189	0.395246018	0.441216862	0.37136252	1.186223086	0.341457789	-0.252825005	0.435095844	-0.2674308	-0.123003486	0.285976613	0.8093963	-0.065362432	0.843740684	0.225049283	0.078145968	0.391672882	0.382768956	-0.074360169	1.312564706	0.492412674	0.606018658	0.491945276	0.541865667	-0.864104567	0.013912539	0.911736902	0.416145081	1.1254014	-0.067324731	0.832112723	0.380159115	0.411589297	0.526305384	0.207491227	-0.03378496	0.495263865	-0.313597356	0.149518619	0.696268659	0.935212663	0.244811559	0.160107904	0.224531594	0.50046017	0.233296931	0.165327225	0.048997216	-0.42973329	-0.400440997	1.416210028	0.053842553	-0.297315864	0.718204195	-0.222808413	0.684030513	0.532111717	0.338676416	1.286269473	0.100295544	0.441620151	0.350674521	0.720762227	0.053139599	0.979211708	1.297445446	-0.061696793	0.375199317	0.293900333	0.142642088	0.39773218	0.091035373	-0.038194619	-0.137403435	0.617344752	1.260026583	-0.222105243	-0.264343122	0.330894427	0.727250744	1.018014088	0.038156121	0.014261729	0.519129264	0.499119371	0.387335017	0.59614069	-0.092411535	-0.172437238	0.38958833	-0.168811786	0.504982679	0.282909929	0.15502102	0.98166481	0.227416465	0.259014119	0.557401331	0.475200362	0.237086049	-0.275953013	0.005519568	0.25246989	0.03854598	-0.234699404	0.127967945	0.36246568	0.342698831	0.288164163	1.144340697	-0.107713246	0.745085898	-0.290157088	0.706455604	0.022991705	0.241325693	0.347137976	0.154346543	0.595288405	0.67950272	0.408487855	0.593979739	0.877729986	0.820276358	0.548311919	0.130005076	-0.215287522	0.423854242	0.540810501	0.53253923	-0.121657383	0.242808512	0.367674659	1.561545106	0.767868741	0.537777198	-0.015971759	0.05239907	-0.347805466	-0.02464721	-0.55294001	0.45163912	0.052190483	0.386539165	0.177238402	1.149863578	0.328334025	0.483874877	0.834508779	1.098415502	-0.074458137	0.437306839	0.068442018	0.190883642	0.309811033	0.027057892	0.244899444	0.187860462	0.261621346	0.725669457	0.252460435
EIF4EBP1|4E-BP1_pS65	0.064502448	-0.224809482	0.083496933	0.092023178	0.106306302	0.774402702	-0.215813065	0.468723807	0.341001231	-0.117596497	0.286551604	-0.066237176	-0.006939901	0.101413773	0.34985792	0.36935729	0.459498817	-0.214756494	0.380468799	0.328072495	0.37406454	0.148946903	-0.087929861	0.044697319	0.443070651	0.233347182	0.35257327	0.364103197	0.187032987	0.288719206	0.467840421	0.42637368	0.667541918	0.747187589	0.351910746	0.391301976	0.197808041	0.580971112	0.454283795	0.114588474	0.210435876	0.183204289	0.354271914	-0.091244185	0.436343391	0.268430421	0.336420978	0.548473878	0.058120702	0.256303664	0.236922291	0.475324583	0.139507028	0.468885759	0.344705594	0.228560418	0.378654058	0.04528169	0.108716608	0.431455055	0.229921729	-0.088188528	0.341733779	0.18162622	0.421234657	0.471878334	-0.007352411	0.354395457	0.551373561	0.33825665	0.26978666	0.227478518	0.506503556	0.765970019	0.443266549	0.740721033	0.248103018	0.226881265	0.454122797	-0.025982625	0.568797327	1.285081282	0.049764844	0.575005617	-0.003220453	0.344049906	0.348396984	0.363401613	0.291572465	0.309157058	0.031781413	1.137177631	0.697630768	0.363400997	0.409402874	0.830853629	0.992392901	0.391651488	0.35070819	0.721329856	0.455774792	-0.1897387	0.088259261	0.400926159	0.664517056	0.911877344	0.262599209	0.290731336	0.963289867	-0.172779215	0.164857887	0.923780856	0.708965578	0.552510591	0.156288251	0.180204799	0.337416962	0.241442496	-0.158210917	0.105258288	0.610885056	0.080576782	0.446190845	0.287268553	0.14534583	-0.069751451	0.271625697	0.549324167	0.662943649	0.030670355	0.503538839	0.155794803	0.348323505	0.018802951	0.209493504	0.121832244	0.225335965	0.211970688	0.16437492	-0.081174883	-0.103679498	0.757782097	0.289949533	0.987353155	0.469333449	0.773991933	0.092252145	0.10605852	-0.072724126	0.351598485	0.67297527	0.068695129	0.175182258	0.290047262	-0.075451679	0.005034814	-0.135857113	-0.038351911	0.362701788	0.166588005	-0.13527762	0.197907952	-0.00149684	-0.014036566	0.04419448	0.584722064	0.455010235	0.186496628	-0.012744715	0.192931382	-0.12789139	0.051494904	-0.026329278	-0.11745762	0.066556452	-0.182065345	-0.043671155	0.148971409	1.29323393	0.055943248	-0.092393332	0.325059737	0.11513336	0.015208692	-0.500437612	-0.081833401	0.09139909	0.07881091	0.122564772	0.233940136	0.180786913	0.250921958	-0.150388813	-0.135455037	0.025966376	0.181328043	0.165068142	-0.072378552	0.30835946	0.342414654	0.062075399	0.263863864	-0.123002412	0.158874105	0.549602307	0.063473403	0.130227671	0.971674447	0.037796183	0.164974061	-0.077352367	-0.129555701	0.020274645	0.401325315	0.48266658	0.446437601	-0.042112446	0.073351182	0.023138531	0.032062815	-0.12448531	0.171394431	0.113634942	0.148292333	0.525014916	0.036867612	0.749338224	0.177284053	0.063101	-0.047518809	-0.039140692	0.177848364	0.113487351	-0.181579403	0.273214524	-0.129474001	-0.155204446	0.635234638	0.464793755	0.044185782	0.112656275	0.317010732	-0.339118576	0.198043669	-0.059887658	-0.203726396	0.012169866	0.212892026	0.05674434	-0.138367863	0.070393757	-0.073507312	0.055005051	-0.192133557	0.002197915	0.402788016	0.042942588	-0.025085892	0.321102313	0.435388939	0.078171778	0.01749221	0.382573108	0.005145364	0.01843633	0.162318119	0.713140158	0.193969178	0.041872258	0.682758465	-0.246203479	0.198225591	-0.189846176	0.374862204	0.060605782	-0.099047088	0.321116447	0.544968455	-0.186590443	0.341558104	0.371543484	0.0582498	0.38393395	0.092030649	0.399881846	0.325153634	0.205234337	0.371889375	0.055256384	0.403122531	0.107315794	0.084452971	0.526637332	0.385339016	-0.103668962	0.395118052	0.474701739	-0.081627794	-0.158349685	0.186417344	0.311044112	0.660420509	0.050094703	-0.006484494	0.05885312	0.341845441	0.504206482	0.134279585	0.527225808	0.00351869	0.187524964	0.391822269	0.171727303	0.106767723	0.129803279	0.140350187	0.500141089	0.152016536	0.225825215	-0.011348843	0.25845459	0.14839723	0.109747221	0.12543895	-0.011527068	0.277375845	0.214543198	0.167006944	0.210468436	0.928345937	0.07294255	0.433092519	0.480408027	0.16578341	0.308473333	-0.051828091	0.577941516	-0.139943457	0.420099192	0.622292204	0.309641363	0.29942127	0.013021121	-0.096871012	0.4326374	0.090507062	0.104376505	0.365256175	0.301832127	0.304628837
